posting_id,title,company,location,salary_raw,date_posted_raw,remote,seniority
35,Data Scientist II,Kestrel Logistics,Liverpool,"£40,000 - £55,000",2026-03-27,Hybrid,Mid
778,Data Analyst,Vantage Health,"London, UK",,2025-07-02,Hybrid,Graduate
96,Analytics Consultant,Vantage Health,Birmingham,,28/06/2025,Hybrid,
1185,Junior Data Scientist,Alderly Bank,Glasgow,£28k-£35k,18 Feb 2026,N/A,Junior
1182,Data Scientist,Fenwick Insurance,manchester,"£31,500",06/05/2026,yes,Junior
728,Data Scientist II,Northwind Analytics,remote,"£75,000 - £95,000",19 Nov 2025,Hybrid,Senior
472,Analytics Consultant,Alderly Bank,Birmingham,Competitive salary,17/03/2026,N/A,Graduate
9,Analytics Consultant,Orchard Media,Bristol,£55k-£75k,2026-02-25,Hybrid,Senior
1404,Data Science Intern,Vantage Health,Bristol,Competitive salary,2025-11-29,No,Graduate
798,Business Intelligence Analyst,Northwind Analytics,Manchester,£40k-£55k,2025-06-07,No,Mid
50,Business Intelligence Analyst,Grove & Co,Work from home,Competitive salary,2025-03-07,,
725,Data Science Intern,Orchard Media,"Manchester, UK",,04 May 2026,,Mid
1536,Business Intelligence Analyst,Alderly Bank,Manchester,£28k-£35k,04/10/2025,Yes,Graduate
1446,Data Engineer,Alderly Bank,Liverpool,£32k-£42k,2025-06-26,,Junior
1196,Data Analyst,Orchard Media,remote,"£40,000 - £55,000",12/06/2025,yes,
1018,Data Science Intern,Alderly Bank,"Manchester, UK",£28k-£35k,14/08/2025,No,Junior
633,Data Scientist,Fenwick Insurance,WFH,"£85,000",2025-03-19,Yes,Senior
1335,Data Scientist,Redbridge Telecom,Edinburgh,"£28,000 - £35,000",24 Jun 2025,yes,Graduate
1110,Insights Analyst,Solstice Energy,Birmingham,"£37,000",2026-03-06,yes,Mid
1565,Data Scientist II,Alderly Bank,Edinburgh,Competitive salary,26 Apr 2025,No,Junior
755,Insights Analyst,Northwind Analytics,Remote,Competitive salary,18/01/2025,yes,Junior
146,Insights Analyst,Redbridge Telecom,Liverpool,"£28,000 - £35,000",03/04/2025,N/A,Graduate
853,Data Science Intern,Orchard Media,Sheffield,Competitive salary,28 Nov 2025,N/A,Junior
1200,Business Intelligence Analyst,Vantage Health,Birmingham,"£37,000",2025-07-27,Hybrid,Mid
1239,Data Scientist,Ashford Digital,Edinburgh,£40k-£55k,2025-10-15,,
645,Analytics Consultant,Redbridge Telecom,Leeds,"£31,500",21 Dec 2025,N/A,Junior
408,Data Engineer,Alderly Bank,"London, UK",£40k-£50k,26 Feb 2026,No,Junior
575,Junior Data Scientist,Ashford Digital,WFH,"£40,000 - £55,000",05 Aug 2025,No,Mid
1486,Insights Analyst,Solstice Energy,Glasgow,£32k-£42k,2026-02-12,,Graduate
868,Data Scientist,Solstice Energy,Edinburgh,"£55,000 - £75,000",10 Mar 2026,No,
180,Data Scientist II,Fenwick Insurance,Leeds,£28k-£35k,15/01/2025,Yes,Junior
582,Data Scientist,BrightPath Retail,Leeds,"£40,000 - £55,000",12/04/2025,N/A,
1559,Business Intelligence Analyst,Grove & Co,Liverpool,"£85,000",24/06/2025,yes,Senior
202,Analytics Consultant,Kestrel Logistics,Manchester,£32k-£42k,06 Apr 2026,,Junior
968,Analytics Consultant,Marlowe Consulting,Edinburgh,"£28,000 - £35,000",01 Nov 2025,Yes,Junior
857,Analytics Consultant,Orchard Media,Birmingham,"£47,500",08 Jan 2026,No,Mid
878,Analytics Consultant,Orchard Media,Glasgow,"£32,000 - £42,000",23/01/2026,Hybrid,Graduate
1146,Junior Data Scientist,Vantage Health,Greater London,,30 Apr 2026,Hybrid,Graduate
1515,Junior Data Scientist,Fenwick Insurance,Birmingham,£40k-£55k,09 Nov 2025,No,
711,Data Scientist II,Kestrel Logistics,WFH,£40k-£55k,29/09/2025,Yes,
60,Junior Data Scientist,Ashford Digital,Leeds,"£65,000",05/10/2025,,
732,Data Scientist II,Solstice Energy,Liverpool,"£28,000 - £35,000",19 Jan 2025,No,Graduate
1475,Machine Learning Engineer,Solstice Energy,Glasgow,Competitive salary,30 Jun 2025,,Mid
1361,Data Scientist,BrightPath Retail,Edinburgh,,29/05/2025,N/A,
517,Machine Learning Engineer,Redbridge Telecom,"Manchester, UK","£65,000",2026-01-04,,Mid
341,Business Intelligence Analyst,Alderly Bank,remote,Competitive salary,2025-10-16,yes,Mid
282,Insights Analyst,Marlowe Consulting,Bristol,"£75,000 - £95,000",11/07/2025,,Senior
815,Junior Data Scientist,Orchard Media,Sheffield,Competitive salary,2025-11-16,Yes,Mid
3,Data Scientist,Marlowe Consulting,Leeds,Competitive salary,2025-05-23,No,Mid
1382,Machine Learning Engineer,Orchard Media,WFH,"£65,000",2026-04-13,Hybrid,
640,Insights Analyst,Marlowe Consulting,Liverpool,,2025-08-22,No,Graduate
586,Data Analyst,Orchard Media,Leeds,Competitive salary,21/03/2025,Yes,Junior
1330,Insights Analyst,Solstice Energy,Bristol,Competitive salary,29/04/2025,N/A,Mid
419,Data Engineer,Vantage Health,Edinburgh,"£32,000 - £42,000",2025-12-15,No,Graduate
781,Machine Learning Engineer,Orchard Media,Birmingham,"£85,000",07/01/2025,Hybrid,Senior
956,Data Analyst,Alderly Bank,Bristol,£28k-£35k,11 Mar 2026,Yes,Graduate
965,Analytics Consultant,Northwind Analytics,Bristol,"£28,000 - £35,000",2025-10-14,Hybrid,Junior
1246,Machine Learning Engineer,Solstice Energy,Sheffield,,10 Sep 2025,Yes,
978,Data Analyst,Alderly Bank,Bristol,"£40,000 - £55,000",2026-05-15,No,Mid
1347,Data Engineer,Fenwick Insurance,Sheffield,,25/03/2026,No,
106,Data Scientist II,Marlowe Consulting,WFH,£75k-£95k,20/10/2025,No,Senior
661,Data Scientist II,Grove & Co,Leeds,"£47,500",2026-02-09,Hybrid,Mid
1106,Data Science Intern,Fenwick Insurance,"Manchester, UK",£28k-£35k,2026-04-29,No,Junior
994,Data Scientist,Marlowe Consulting,Leeds,"£47,500",04 Jun 2025,N/A,Mid
324,Analytics Consultant,Redbridge Telecom,Glasgow,"£31,500",01 Feb 2026,Hybrid,Graduate
1103,Data Scientist,Grove & Co,Liverpool,,18 Oct 2025,Hybrid,Mid
952,Data Analyst,Solstice Energy,Edinburgh,£32k-£42k,2026-01-16,Hybrid,
663,Insights Analyst,Redbridge Telecom,london,"£55,500",18 Apr 2026,,Mid
450,Insights Analyst,Grove & Co,Glasgow,"£28,000 - £35,000",09/04/2026,N/A,Junior
800,Data Engineer,BrightPath Retail,Greater London,,02/03/2025,Yes,Graduate
260,Analytics Consultant,Fenwick Insurance,Birmingham,"£32,000 - £42,000",19 Feb 2026,,Mid
1218,Data Science Intern,Kestrel Logistics,Sheffield,£32k-£42k,26 Apr 2026,,Junior
1334,Data Engineer,Kestrel Logistics,remote,"£37,000",17 Jan 2025,Hybrid,
1404,Data Science Intern,Vantage Health,Bristol,Competitive salary,2025-11-29,No,Graduate
821,Analytics Consultant,Redbridge Telecom,Remote (UK),"£85,000",2025-02-01,yes,Senior
1519,Data Scientist,Ashford Digital,Leeds,"£85,000",13/01/2025,,Senior
1341,Machine Learning Engineer,Solstice Energy,Liverpool,Competitive salary,2026-04-26,Hybrid,
717,Insights Analyst,BrightPath Retail,Greater London,"£40,000 - £50,000",14 Feb 2025,No,Mid
1325,Data Engineer,Orchard Media,Liverpool,"£28,000 - £35,000",2025-02-09,No,Junior
184,Data Science Intern,Grove & Co,Sheffield,,02 Nov 2025,Yes,Junior
1094,Insights Analyst,Marlowe Consulting,Leeds,Competitive salary,2025-08-05,yes,Senior
71,Data Analyst,Ashford Digital,Bristol,"£31,500",30/09/2025,N/A,Graduate
130,Machine Learning Engineer,Marlowe Consulting,Edinburgh,£40k-£55k,2026-05-11,,
364,Data Science Intern,Ashford Digital,Bristol,,2025-09-09,No,Mid
1505,Data Scientist II,Vantage Health,"Manchester, UK",£32k-£42k,25/09/2025,Yes,Mid
549,Analytics Consultant,Redbridge Telecom,Bristol,,24 Apr 2025,No,Mid
1213,Data Scientist II,BrightPath Retail,Glasgow,£75k-£95k,25/04/2025,yes,Senior
1057,Data Science Intern,Redbridge Telecom,Liverpool,"£65,000",06/11/2025,Hybrid,
1372,Business Intelligence Analyst,Solstice Energy,Liverpool,,21 Feb 2025,yes,Senior
946,Insights Analyst,Marlowe Consulting,Bristol,"£37,000",15/02/2025,N/A,Mid
1034,Data Engineer,Grove & Co,Leeds,£28k-£35k,15 Aug 2025,Yes,Graduate
1172,Data Analyst,Northwind Analytics,Sheffield,,2026-01-16,N/A,Mid
345,Data Engineer,Marlowe Consulting,Sheffield,"£40,000 - £55,000",2026-02-06,,
76,Analytics Consultant,Kestrel Logistics,Edinburgh,Competitive salary,26/12/2025,yes,Senior
766,Data Analyst,Orchard Media,Birmingham,£28k-£35k,2025-05-22,N/A,Junior
393,Data Analyst,Fenwick Insurance,Bristol,,13 Aug 2025,,Junior
983,Data Engineer,Marlowe Consulting,Work from home,£75k-£95k,2026-04-17,yes,Senior
1577,Data Science Intern,Grove & Co,Bristol,"£28,000 - £35,000",01/01/2026,No,Junior
995,Business Intelligence Analyst,Kestrel Logistics,Sheffield,"£28,000 - £35,000",30/01/2026,Hybrid,Graduate
206,Business Intelligence Analyst,Orchard Media,Glasgow,£32k-£42k,13/05/2026,N/A,
298,Machine Learning Engineer,Vantage Health,Leeds,,2025-02-24,Hybrid,Graduate
713,Machine Learning Engineer,Orchard Media,Sheffield,"£85,000",2026-02-15,Hybrid,Senior
209,Machine Learning Engineer,Marlowe Consulting,Bristol,Competitive salary,2025-05-21,N/A,Senior
1429,Insights Analyst,Solstice Energy,Manchester,"£28,000 - £35,000",06/04/2025,yes,Junior
1207,Junior Data Scientist,Redbridge Telecom,remote,£75k-£95k,13 May 2026,yes,Senior
1697,,,,,,,
1122,Junior Data Scientist,Alderly Bank,Edinburgh,"£37,000",08 Aug 2025,N/A,Mid
75,Analytics Consultant,Redbridge Telecom,Sheffield,,12/03/2026,No,Senior
1156,Data Scientist II,BrightPath Retail,London,"£36,000 - £43,000",19/09/2025,No,Junior
1276,Business Intelligence Analyst,Vantage Health,Leeds,Competitive salary,04/03/2025,,Graduate
1263,Business Intelligence Analyst,Kestrel Logistics,"Manchester, UK",£28k-£35k,28 Mar 2026,N/A,Junior
191,Data Scientist,Kestrel Logistics,LONDON,Competitive salary,31/08/2025,Yes,Senior
338,Data Engineer,Orchard Media,"Manchester, UK",£28k-£35k,2025-09-02,No,Junior
192,Data Engineer,Vantage Health,Edinburgh,"£75,000 - £95,000",14/02/2026,,Senior
664,Analytics Consultant,Northwind Analytics,Birmingham,Competitive salary,04/04/2026,,Mid
279,Analytics Consultant,Fenwick Insurance,Greater London,,2025-01-09,yes,Graduate
242,Data Scientist,Northwind Analytics,Bristol,,25 Nov 2025,yes,Senior
1501,Data Engineer,Fenwick Insurance,Glasgow,Competitive salary,2026-04-05,N/A,Graduate
1282,Business Intelligence Analyst,Kestrel Logistics,"London, UK",,05/08/2025,Yes,Senior
1343,Analytics Consultant,Alderly Bank,Leeds,£32k-£42k,28 Feb 2025,Yes,Mid
46,Data Scientist II,Orchard Media,Liverpool,"£31,500",02 Apr 2025,Hybrid,Junior
1167,Data Engineer,Ashford Digital,Manchester,£55k-£75k,2026-03-12,Hybrid,Senior
1510,Junior Data Scientist,Fenwick Insurance,Liverpool,"£31,500",16 May 2025,No,Graduate
658,Business Intelligence Analyst,Orchard Media,Sheffield,£75k-£95k,11 Nov 2025,,Senior
1063,Data Analyst,Ashford Digital,Work from home,£28k-£35k,22 Mar 2026,yes,Graduate
967,Data Scientist,Solstice Energy,WFH,"£37,000",30 Nov 2025,Yes,
970,Insights Analyst,Solstice Energy,Birmingham,"£32,000 - £42,000",07/03/2025,yes,Mid
872,Data Analyst,Orchard Media,Edinburgh,"£75,000 - £95,000",11/02/2025,N/A,Senior
251,Data Scientist II,Solstice Energy,Liverpool,"£28,000 - £35,000",01 Mar 2026,yes,Junior
905,Machine Learning Engineer,Alderly Bank,Bristol,"£32,000 - £42,000",20 Mar 2025,Hybrid,Graduate
605,Business Intelligence Analyst,Kestrel Logistics,Leeds,Competitive salary,19 Sep 2025,yes,Junior
561,Data Scientist II,Alderly Bank,Bristol,,2026-04-01,,Senior
521,Analytics Consultant,Alderly Bank,Leeds,Competitive salary,2026-02-25,yes,Graduate
483,Junior Data Scientist,Fenwick Insurance,Sheffield,,09 Feb 2026,yes,Graduate
784,Data Scientist II,Fenwick Insurance,"Manchester, UK","£32,000 - £42,000",29 Jul 2025,Hybrid,
1071,Data Scientist,Vantage Health,Greater London,,05/08/2025,Hybrid,Graduate
535,Data Scientist,Ashford Digital,WFH,Competitive salary,2025-01-30,N/A,Graduate
415,Data Analyst,Kestrel Logistics,Birmingham,"£47,500",09/01/2026,yes,
230,Data Science Intern,Alderly Bank,Leeds,£28k-£35k,10/01/2025,Hybrid,Graduate
1019,Data Engineer,Ashford Digital,Greater London,"£63,000 - £83,000",05 Mar 2026,yes,Mid
494,Data Scientist II,Northwind Analytics,Sheffield,"£28,000 - £35,000",03 Jul 2025,Yes,Graduate
1542,Analytics Consultant,Vantage Health,Liverpool,"£32,000 - £42,000",14/07/2025,,
1322,Insights Analyst,Orchard Media,Greater London,,28/01/2026,N/A,
344,Junior Data Scientist,Kestrel Logistics,Bristol,"£40,000 - £55,000",11 Mar 2026,Hybrid,Mid
557,Data Scientist II,Marlowe Consulting,Edinburgh,Competitive salary,16 Mar 2026,Yes,Senior
1448,Data Science Intern,Alderly Bank,Edinburgh,"£47,500",24 Feb 2026,N/A,
1030,Data Engineer,Ashford Digital,remote,"£28,000 - £35,000",12/03/2025,,Graduate
104,Data Science Intern,Kestrel Logistics,Sheffield,,24 Jun 2025,Hybrid,Junior
1386,Data Scientist II,Kestrel Logistics,Edinburgh,£55k-£75k,2025-05-29,Hybrid,Mid
667,Data Science Intern,Grove & Co,Liverpool,£32k-£42k,2025-11-01,Hybrid,Graduate
1104,Data Scientist,Ashford Digital,Edinburgh,,04/04/2025,Hybrid,Graduate
372,Data Science Intern,Solstice Energy,Liverpool,"£32,000 - £42,000",2026-02-16,Yes,Junior
674,Data Engineer,Fenwick Insurance,Leeds,Competitive salary,13/06/2025,N/A,Senior
449,Analytics Consultant,Kestrel Logistics,Glasgow,"£32,000 - £42,000",2025-12-10,Yes,Mid
1548,Machine Learning Engineer,Vantage Health,Sheffield,"£31,500",15/01/2025,Yes,Junior
481,Data Analyst,Alderly Bank,Birmingham,,23 May 2025,Hybrid,
337,Machine Learning Engineer,Vantage Health,manchester,,17/11/2025,N/A,Mid
1467,Data Engineer,Redbridge Telecom,Bristol,"£28,000 - £35,000",11 Jul 2025,,Graduate
728,Data Scientist II,Northwind Analytics,remote,"£75,000 - £95,000",19 Nov 2025,Hybrid,Senior
1309,Data Engineer,Kestrel Logistics,Bristol,£40k-£55k,14 Apr 2025,No,
7,Business Intelligence Analyst,BrightPath Retail,Leeds,,22/11/2025,No,
1534,Data Scientist,Kestrel Logistics,Edinburgh,£40k-£55k,27 Oct 2025,Hybrid,Mid
553,Data Scientist II,Vantage Health,Leeds,"£47,500",05/04/2025,,
854,Data Engineer,BrightPath Retail,Glasgow,"£75,000 - £95,000",25 Jul 2025,,Senior
426,Insights Analyst,Redbridge Telecom,Bristol,"£32,000 - £42,000",22/06/2025,N/A,Junior
556,Junior Data Scientist,Ashford Digital,Birmingham,,2025-09-13,N/A,Junior
1472,Machine Learning Engineer,Marlowe Consulting,WFH,"£31,500",24/06/2025,Hybrid,Graduate
626,Data Scientist,Northwind Analytics,Leeds,,2026-01-17,Yes,Senior
546,Insights Analyst,Vantage Health,Birmingham,£40k-£55k,2026-01-12,Hybrid,
194,Data Scientist II,Vantage Health,"Manchester, UK",,2025-11-05,yes,
1353,Data Engineer,Fenwick Insurance,Leeds,"£65,000",2026-01-19,N/A,Mid
204,Junior Data Scientist,Fenwick Insurance,Liverpool,£28k-£35k,02/05/2025,Yes,Junior
34,Business Intelligence Analyst,Solstice Energy,Edinburgh,Competitive salary,2025-10-16,Yes,Junior
719,Data Analyst,Grove & Co,Glasgow,"£47,500",2025-03-24,Hybrid,
1350,Data Engineer,Fenwick Insurance,Liverpool,Competitive salary,17 Jan 2025,N/A,Mid
355,Machine Learning Engineer,Orchard Media,Bristol,,22 Aug 2025,Hybrid,Senior
919,Junior Data Scientist,Ashford Digital,Remote (UK),"£37,000",22 Sep 2025,No,Mid
1145,Data Science Intern,Redbridge Telecom,Bristol,"£31,500",23 Apr 2025,Hybrid,Junior
1051,Business Intelligence Analyst,Northwind Analytics,Birmingham,"£28,000 - £35,000",01 Feb 2026,,Junior
1383,Analytics Consultant,Ashford Digital,Leeds,,2025-07-29,yes,Junior
1392,Data Scientist,Vantage Health,Bristol,"£37,000",12 May 2026,yes,Mid
1103,Data Scientist,Grove & Co,Liverpool,,18 Oct 2025,Hybrid,Mid
1456,Data Science Intern,Northwind Analytics,Bristol,Competitive salary,18/02/2026,yes,Senior
140,Analytics Consultant,Kestrel Logistics,Work from home,,2026-01-09,Hybrid,
286,Analytics Consultant,Vantage Health,London,£63k-£83k,21/04/2026,Yes,Senior
1549,Junior Data Scientist,Orchard Media,Greater London,£48k-£63k,2025-02-21,Hybrid,
624,Machine Learning Engineer,BrightPath Retail,LONDON,,18 Sep 2025,Yes,
1520,Data Science Intern,Fenwick Insurance,Liverpool,"£65,000",2025-02-24,No,Mid
884,Data Analyst,Ashford Digital,Glasgow,"£55,000 - £75,000",12/02/2025,N/A,Mid
891,Junior Data Scientist,Alderly Bank,Glasgow,,2025-10-27,No,
1443,Data Scientist II,Kestrel Logistics,Sheffield,"£40,000 - £55,000",2026-05-12,Hybrid,Mid
372,Data Science Intern,Solstice Energy,Liverpool,"£32,000 - £42,000",2026-02-16,Yes,Junior
45,Data Scientist,Grove & Co,Leeds,"£75,000 - £95,000",11/05/2026,Hybrid,Senior
1547,Junior Data Scientist,Fenwick Insurance,Manchester,£32k-£42k,06/06/2025,N/A,Junior
1149,Analytics Consultant,Alderly Bank,Glasgow,Competitive salary,09 Sep 2025,No,Mid
1398,Analytics Consultant,Marlowe Consulting,Sheffield,"£37,000",30/07/2025,N/A,Junior
244,Analytics Consultant,Grove & Co,Bristol,"£31,500",18 Oct 2025,No,Junior
1058,Machine Learning Engineer,Grove & Co,Edinburgh,,13 Jul 2025,Yes,Mid
1115,Machine Learning Engineer,Ashford Digital,Birmingham,"£55,000 - £75,000",09/08/2025,No,Senior
451,Data Engineer,Solstice Energy,Bristol,"£32,000 - £42,000",2026-02-21,Yes,
16,Insights Analyst,Kestrel Logistics,Birmingham,Competitive salary,15/06/2025,Yes,Mid
1473,Analytics Consultant,Alderly Bank,Glasgow,,11/05/2025,Yes,Mid
846,Data Science Intern,Northwind Analytics,Work from home,£55k-£75k,2025-06-02,No,Senior
825,Data Scientist,Solstice Energy,Remote (UK),"£37,000",11 Jan 2025,,Graduate
957,Data Scientist II,Redbridge Telecom,Bristol,"£32,000 - £42,000",14/03/2026,,Junior
834,Junior Data Scientist,Kestrel Logistics,Birmingham,"£65,000",2026-03-17,N/A,
471,Machine Learning Engineer,Marlowe Consulting,WFH,"£31,500",23/07/2025,Hybrid,Graduate
879,Insights Analyst,Alderly Bank,WFH,Competitive salary,24/06/2025,N/A,Junior
803,Insights Analyst,Kestrel Logistics,Liverpool,Competitive salary,22 Apr 2025,No,Junior
1496,Junior Data Scientist,Alderly Bank,Sheffield,£40k-£55k,2025-01-15,yes,
270,Insights Analyst,Northwind Analytics,Manchester,,17/04/2025,Hybrid,Graduate
1011,Data Science Intern,Solstice Energy,remote,,2025-12-24,No,Graduate
310,Junior Data Scientist,Fenwick Insurance,Bristol,Competitive salary,05/09/2025,,
1436,Data Engineer,Solstice Energy,Bristol,,13/03/2025,yes,Junior
687,Insights Analyst,Solstice Energy,"Manchester, UK","£37,000",2025-10-12,,Graduate
1555,Data Scientist II,Redbridge Telecom,Bristol,"£85,000",2025-12-05,yes,Senior
900,Business Intelligence Analyst,Kestrel Logistics,Leeds,"£31,500",02 Jul 2025,No,Junior
833,Analytics Consultant,Vantage Health,Liverpool,Competitive salary,13/04/2025,,Graduate
287,Data Engineer,Redbridge Telecom,Birmingham,£28k-£35k,2025-10-16,yes,Junior
1417,Analytics Consultant,Solstice Energy,Bristol,"£37,000",2025-04-02,Hybrid,Graduate
1048,Data Science Intern,Ashford Digital,Sheffield,,26/03/2025,Hybrid,Graduate
1205,Machine Learning Engineer,BrightPath Retail,Work from home,,2026-04-28,N/A,Graduate
465,Analytics Consultant,Fenwick Insurance,Liverpool,"£75,000 - £95,000",19 Feb 2025,No,Senior
131,Data Analyst,Grove & Co,Leeds,£28k-£35k,06 Mar 2025,No,Junior
606,Insights Analyst,Alderly Bank,Manchester,£40k-£55k,12/03/2025,Hybrid,
55,Analytics Consultant,Orchard Media,Sheffield,,2025-05-05,N/A,
100,Analytics Consultant,Grove & Co,Glasgow,Competitive salary,09/03/2025,,Mid
820,Analytics Consultant,Grove & Co,Liverpool,Competitive salary,29/01/2025,Hybrid,
924,Data Engineer,Solstice Energy,Glasgow,"£40,000 - £55,000",05/11/2025,Yes,Mid
456,Insights Analyst,Grove & Co,Glasgow,"£37,000",2025-11-10,N/A,Graduate
567,Data Analyst,BrightPath Retail,Bristol,"£37,000",2025-04-28,N/A,Junior
1037,Junior Data Scientist,Ashford Digital,Leeds,Competitive salary,08/05/2025,Hybrid,
1427,Data Scientist,Vantage Health,Sheffield,£32k-£42k,22 Nov 2025,Yes,Graduate
1059,Machine Learning Engineer,Fenwick Insurance,Manchester,£55k-£75k,14 Jan 2025,Yes,
1373,Machine Learning Engineer,Kestrel Logistics,Liverpool,£28k-£35k,28/10/2025,No,Junior
1509,Analytics Consultant,Grove & Co,Leeds,,04/11/2025,,Junior
1,Data Analyst,Northwind Analytics,Bristol,"£40,000 - £55,000",13 Dec 2025,yes,Mid
1212,Data Analyst,BrightPath Retail,"Manchester, UK","£32,000 - £42,000",12 Sep 2025,yes,Junior
399,Business Intelligence Analyst,Grove & Co,Bristol,"£32,000 - £42,000",21 Jul 2025,yes,Mid
787,Data Engineer,Northwind Analytics,london,,05 Mar 2025,N/A,Senior
880,Data Engineer,Grove & Co,Birmingham,"£31,500",28/08/2025,Yes,Graduate
1258,Junior Data Scientist,Vantage Health,"London, UK","£45,000",2025-05-16,yes,Graduate
611,Data Scientist II,Redbridge Telecom,Birmingham,£28k-£35k,26 Jan 2025,N/A,Graduate
170,Business Intelligence Analyst,Grove & Co,remote,"£31,500",14/10/2025,N/A,Graduate
1406,Junior Data Scientist,Alderly Bank,Liverpool,,2025-04-02,,Junior
1418,Analytics Consultant,Grove & Co,Edinburgh,,2025-07-11,N/A,Mid
771,Analytics Consultant,Fenwick Insurance,Bristol,"£47,500",2025-08-22,yes,Mid
593,Data Engineer,Fenwick Insurance,"Manchester, UK",£32k-£42k,26 Sep 2025,,Graduate
886,Junior Data Scientist,BrightPath Retail,Sheffield,Competitive salary,2025-01-10,,Junior
212,Insights Analyst,Vantage Health,Leeds,,01 Apr 2026,yes,Graduate
1133,Insights Analyst,Marlowe Consulting,Sheffield,£40k-£55k,27/10/2025,Yes,Mid
186,Insights Analyst,Orchard Media,Birmingham,"£28,000 - £35,000",04 May 2026,yes,Graduate
865,Machine Learning Engineer,Orchard Media,Bristol,Competitive salary,10/06/2025,No,Graduate
988,Insights Analyst,Grove & Co,london,,2026-03-18,,Mid
14,Data Analyst,Grove & Co,Liverpool,"£65,000",2025-08-11,,Senior
714,Insights Analyst,Orchard Media,Glasgow,Competitive salary,22 Jun 2025,N/A,Graduate
1198,Junior Data Scientist,Grove & Co,Leeds,Competitive salary,01/02/2026,Yes,Graduate
909,Data Scientist II,Grove & Co,Edinburgh,"£40,000 - £55,000",03 Jan 2026,Yes,
259,Data Scientist,Northwind Analytics,Bristol,Competitive salary,2025-07-14,No,Graduate
613,Junior Data Scientist,Fenwick Insurance,manchester,Competitive salary,24/07/2025,Yes,Graduate
56,Data Scientist,BrightPath Retail,remote,"£55,000 - £75,000",2025-10-13,Yes,Mid
940,Insights Analyst,Redbridge Telecom,Leeds,"£32,000 - £42,000",2025-05-18,Hybrid,Graduate
1243,Insights Analyst,Orchard Media,Leeds,Competitive salary,03/01/2025,Hybrid,Senior
896,Analytics Consultant,Ashford Digital,Remote,£40k-£55k,29/08/2025,,Mid
1488,Data Scientist,Ashford Digital,"London, UK",,06/02/2025,Hybrid,Graduate
741,Analytics Consultant,Orchard Media,Leeds,Competitive salary,03 Apr 2025,,Graduate
617,Machine Learning Engineer,Redbridge Telecom,LONDON,Competitive salary,25/02/2026,yes,Mid
211,Junior Data Scientist,Grove & Co,Sheffield,"£28,000 - £35,000",2025-02-11,N/A,Graduate
110,Data Analyst,Fenwick Insurance,Liverpool,Competitive salary,19 Jan 2025,Yes,Senior
1107,Insights Analyst,Northwind Analytics,"Manchester, UK","£75,000 - £95,000",08/05/2026,N/A,Senior
1301,Machine Learning Engineer,Marlowe Consulting,Liverpool,Competitive salary,2025-02-02,N/A,Senior
1067,Business Intelligence Analyst,Grove & Co,Glasgow,"£55,000 - £75,000",12 Feb 2026,Hybrid,Mid
190,Analytics Consultant,Ashford Digital,Glasgow,,19/01/2025,No,Mid
739,Data Science Intern,Alderly Bank,"London, UK","£36,000 - £43,000",2025-04-02,N/A,Junior
1210,Data Scientist II,Fenwick Insurance,Manchester,"£65,000",01 Apr 2025,yes,
525,Data Scientist,Grove & Co,Remote (UK),"£40,000 - £55,000",24 Dec 2025,,
989,Data Engineer,Vantage Health,WFH,"£31,500",11 May 2025,Yes,Graduate
735,Data Analyst,BrightPath Retail,Glasgow,,22 Jun 2025,N/A,Junior
463,Data Analyst,Orchard Media,Remote,"£28,000 - £35,000",10 Feb 2026,yes,Graduate
1407,Data Analyst,Northwind Analytics,Bristol,Competitive salary,23/08/2025,Yes,Mid
123,Analytics Consultant,BrightPath Retail,Birmingham,"£40,000 - £55,000",09/02/2026,Yes,
403,Data Science Intern,Alderly Bank,Edinburgh,,23/01/2025,,Senior
267,Analytics Consultant,Kestrel Logistics,Leeds,"£55,000 - £75,000",15/10/2025,,Mid
689,Analytics Consultant,Grove & Co,London,Competitive salary,08 Apr 2026,Yes,Mid
201,Data Scientist II,Orchard Media,Liverpool,,20 Apr 2025,Hybrid,Senior
1444,Junior Data Scientist,Fenwick Insurance,Glasgow,"£55,000 - £75,000",2025-12-04,No,Mid
263,Data Scientist II,Vantage Health,Leeds,£28k-£35k,2025-06-04,N/A,Graduate
207,Data Analyst,Solstice Energy,Glasgow,£40k-£55k,10 Aug 2025,Yes,Mid
882,Data Scientist,Marlowe Consulting,Manchester,Competitive salary,06/08/2025,Yes,Graduate
398,Data Scientist,BrightPath Retail,Edinburgh,Competitive salary,05 Jan 2026,yes,Mid
680,Data Analyst,Solstice Energy,Sheffield,"£32,000 - £42,000",22/08/2025,N/A,Junior
1031,Business Intelligence Analyst,Kestrel Logistics,Birmingham,£32k-£42k,18 Apr 2026,yes,Mid
1470,Business Intelligence Analyst,Solstice Energy,Sheffield,£28k-£35k,10 Jan 2025,Hybrid,Junior
786,Data Scientist II,Solstice Energy,LONDON,,14 Oct 2025,,Graduate
847,Analytics Consultant,Grove & Co,Edinburgh,"£28,000 - £35,000",26/02/2026,,Junior
610,Data Analyst,Kestrel Logistics,Sheffield,"£37,000",2025-09-26,Hybrid,
1409,Data Scientist,Kestrel Logistics,Bristol,"£47,500",16/11/2025,Hybrid,
673,Machine Learning Engineer,Solstice Energy,London,"£36,000 - £43,000",23/10/2025,N/A,Graduate
218,Machine Learning Engineer,Kestrel Logistics,Birmingham,,27/03/2026,,Graduate
