posting_id,title,company,location,salary_min,salary_max,date_posted,remote,seniority,salary_mid
531,Junior Data Scientist,Fenwick Insurance,Liverpool,,,2025-06-26,Unknown,Senior,
1260,Data Scientist,Solstice Energy,Bristol,,,2026-01-10,No,Junior,
1044,Insights Analyst,BrightPath Retail,Remote,,,2025-03-25,Unknown,Junior,
252,Data Engineer,Redbridge Telecom,Liverpool,,,2025-08-15,Unknown,Mid,
702,Data Engineer,Solstice Energy,Manchester,,,2025-01-28,Yes,Graduate,
1526,Machine Learning Engineer,Fenwick Insurance,Glasgow,,,2025-04-27,Hybrid,Mid,
568,Business Intelligence Analyst,Solstice Energy,Birmingham,28000.0,35000.0,2025-01-18,Hybrid,Graduate,31500.0
193,Data Science Intern,Ashford Digital,Glasgow,,,2025-12-21,Hybrid,Senior,
979,Data Engineer,Vantage Health,Birmingham,85000.0,85000.0,2026-03-10,No,Senior,85000.0
1294,Data Analyst,Solstice Energy,London,63000.0,83000.0,2026-04-20,Hybrid,Unspecified,73000.0
1232,Data Scientist II,Grove & Co,Bristol,,,2026-04-30,No,Unspecified,
480,Insights Analyst,Solstice Energy,Leeds,28000.0,35000.0,2025-05-31,No,Graduate,31500.0
1435,Data Science Intern,Fenwick Insurance,Bristol,75000.0,95000.0,2025-09-20,Hybrid,Senior,85000.0
6,Data Scientist II,Vantage Health,Sheffield,28000.0,35000.0,2025-01-24,No,Graduate,31500.0
591,Analytics Consultant,Vantage Health,Sheffield,,,2025-06-01,Yes,Junior,
844,Analytics Consultant,Ashford Digital,Edinburgh,28000.0,35000.0,2025-12-20,No,Junior,31500.0
1592,Data Scientist II,Alderly Bank,Bristol,40000.0,55000.0,2025-06-05,Unknown,Unspecified,47500.0
1173,Data Scientist II,Ashford Digital,Bristol,,,2026-02-05,Unknown,Unspecified,
232,Data Engineer,Marlowe Consulting,Edinburgh,37000.0,37000.0,2026-05-05,Unknown,Graduate,37000.0
971,Data Science Intern,Marlowe Consulting,Edinburgh,28000.0,35000.0,2025-08-29,Yes,Graduate,31500.0
35,Data Scientist II,Kestrel Logistics,Liverpool,40000.0,55000.0,2026-03-27,Hybrid,Mid,47500.0
778,Data Analyst,Vantage Health,London,,,2025-02-07,Hybrid,Graduate,
96,Analytics Consultant,Vantage Health,Birmingham,,,2025-06-28,Hybrid,Unspecified,
1185,Junior Data Scientist,Alderly Bank,Glasgow,28000.0,35000.0,2026-02-18,Unknown,Junior,31500.0
1182,Data Scientist,Fenwick Insurance,Manchester,31500.0,31500.0,2026-05-06,Yes,Junior,31500.0
728,Data Scientist II,Northwind Analytics,Remote,75000.0,95000.0,2025-11-19,Hybrid,Senior,85000.0
472,Analytics Consultant,Alderly Bank,Birmingham,,,2026-03-17,Unknown,Graduate,
9,Analytics Consultant,Orchard Media,Bristol,55000.0,75000.0,2026-02-25,Hybrid,Senior,65000.0
1404,Data Science Intern,Vantage Health,Bristol,,,2025-11-29,No,Graduate,
798,Business Intelligence Analyst,Northwind Analytics,Manchester,40000.0,55000.0,2025-07-06,No,Mid,47500.0
50,Business Intelligence Analyst,Grove & Co,Remote,,,2025-07-03,Unknown,Unspecified,
725,Data Science Intern,Orchard Media,Manchester,,,2026-05-04,Unknown,Mid,
1536,Business Intelligence Analyst,Alderly Bank,Manchester,28000.0,35000.0,2025-10-04,Yes,Graduate,31500.0
1446,Data Engineer,Alderly Bank,Liverpool,32000.0,42000.0,2025-06-26,Unknown,Junior,37000.0
1196,Data Analyst,Orchard Media,Remote,40000.0,55000.0,2025-06-12,Yes,Unspecified,47500.0
1018,Data Science Intern,Alderly Bank,Manchester,28000.0,35000.0,2025-08-14,No,Junior,31500.0
633,Data Scientist,Fenwick Insurance,Remote,85000.0,85000.0,2025-03-19,Yes,Senior,85000.0
1335,Data Scientist,Redbridge Telecom,Edinburgh,28000.0,35000.0,2025-06-24,Yes,Graduate,31500.0
1110,Insights Analyst,Solstice Energy,Birmingham,37000.0,37000.0,2026-06-03,Yes,Mid,37000.0
1565,Data Scientist II,Alderly Bank,Edinburgh,,,2025-04-26,No,Junior,
755,Insights Analyst,Northwind Analytics,Remote,,,2025-01-18,Yes,Junior,
146,Insights Analyst,Redbridge Telecom,Liverpool,28000.0,35000.0,2025-04-03,Unknown,Graduate,31500.0
853,Data Science Intern,Orchard Media,Sheffield,,,2025-11-28,Unknown,Junior,
1200,Business Intelligence Analyst,Vantage Health,Birmingham,37000.0,37000.0,2025-07-27,Hybrid,Mid,37000.0
1239,Data Scientist,Ashford Digital,Edinburgh,40000.0,55000.0,2025-10-15,Unknown,Unspecified,47500.0
645,Analytics Consultant,Redbridge Telecom,Leeds,31500.0,31500.0,2025-12-21,Unknown,Junior,31500.0
408,Data Engineer,Alderly Bank,London,40000.0,50000.0,2026-02-26,No,Junior,45000.0
575,Junior Data Scientist,Ashford Digital,Remote,40000.0,55000.0,2025-08-05,No,Mid,47500.0
1486,Insights Analyst,Solstice Energy,Glasgow,32000.0,42000.0,2026-12-02,Unknown,Graduate,37000.0
868,Data Scientist,Solstice Energy,Edinburgh,55000.0,75000.0,2026-03-10,No,Unspecified,65000.0
180,Data Scientist II,Fenwick Insurance,Leeds,28000.0,35000.0,2025-01-15,Yes,Junior,31500.0
582,Data Scientist,BrightPath Retail,Leeds,40000.0,55000.0,2025-04-12,Unknown,Unspecified,47500.0
1559,Business Intelligence Analyst,Grove & Co,Liverpool,85000.0,85000.0,2025-06-24,Yes,Senior,85000.0
202,Analytics Consultant,Kestrel Logistics,Manchester,32000.0,42000.0,2026-04-06,Unknown,Junior,37000.0
968,Analytics Consultant,Marlowe Consulting,Edinburgh,28000.0,35000.0,2025-11-01,Yes,Junior,31500.0
857,Analytics Consultant,Orchard Media,Birmingham,47500.0,47500.0,2026-01-08,No,Mid,47500.0
878,Analytics Consultant,Orchard Media,Glasgow,32000.0,42000.0,2026-01-23,Hybrid,Graduate,37000.0
1146,Junior Data Scientist,Vantage Health,London,,,2026-04-30,Hybrid,Graduate,
1515,Junior Data Scientist,Fenwick Insurance,Birmingham,40000.0,55000.0,2025-11-09,No,Unspecified,47500.0
711,Data Scientist II,Kestrel Logistics,Remote,40000.0,55000.0,2025-09-29,Yes,Unspecified,47500.0
60,Junior Data Scientist,Ashford Digital,Leeds,65000.0,65000.0,2025-10-05,Unknown,Unspecified,65000.0
732,Data Scientist II,Solstice Energy,Liverpool,28000.0,35000.0,2025-01-19,No,Graduate,31500.0
1475,Machine Learning Engineer,Solstice Energy,Glasgow,,,2025-06-30,Unknown,Mid,
1361,Data Scientist,BrightPath Retail,Edinburgh,,,2025-05-29,Unknown,Unspecified,
517,Machine Learning Engineer,Redbridge Telecom,Manchester,65000.0,65000.0,2026-04-01,Unknown,Mid,65000.0
341,Business Intelligence Analyst,Alderly Bank,Remote,,,2025-10-16,Yes,Mid,
282,Insights Analyst,Marlowe Consulting,Bristol,75000.0,95000.0,2025-07-11,Unknown,Senior,85000.0
815,Junior Data Scientist,Orchard Media,Sheffield,,,2025-11-16,Yes,Mid,
3,Data Scientist,Marlowe Consulting,Leeds,,,2025-05-23,No,Mid,
640,Insights Analyst,Marlowe Consulting,Liverpool,,,2025-08-22,No,Graduate,
586,Data Analyst,Orchard Media,Leeds,,,2025-03-21,Yes,Junior,
419,Data Engineer,Vantage Health,Edinburgh,32000.0,42000.0,2025-12-15,No,Graduate,37000.0
781,Machine Learning Engineer,Orchard Media,Birmingham,85000.0,85000.0,2025-01-07,Hybrid,Senior,85000.0
956,Data Analyst,Alderly Bank,Bristol,28000.0,35000.0,2026-03-11,Yes,Graduate,31500.0
965,Analytics Consultant,Northwind Analytics,Bristol,28000.0,35000.0,2025-10-14,Hybrid,Junior,31500.0
1246,Machine Learning Engineer,Solstice Energy,Sheffield,,,2025-09-10,Yes,Unspecified,
978,Data Analyst,Alderly Bank,Bristol,40000.0,55000.0,2026-05-15,No,Mid,47500.0
1347,Data Engineer,Fenwick Insurance,Sheffield,,,2026-03-25,No,Unspecified,
106,Data Scientist II,Marlowe Consulting,Remote,75000.0,95000.0,2025-10-20,No,Senior,85000.0
661,Data Scientist II,Grove & Co,Leeds,47500.0,47500.0,2026-09-02,Hybrid,Mid,47500.0
1106,Data Science Intern,Fenwick Insurance,Manchester,28000.0,35000.0,2026-04-29,No,Junior,31500.0
994,Data Scientist,Marlowe Consulting,Leeds,47500.0,47500.0,2025-06-04,Unknown,Mid,47500.0
324,Analytics Consultant,Redbridge Telecom,Glasgow,31500.0,31500.0,2026-02-01,Hybrid,Graduate,31500.0
1103,Data Scientist,Grove & Co,Liverpool,,,2025-10-18,Hybrid,Mid,
952,Data Analyst,Solstice Energy,Edinburgh,32000.0,42000.0,2026-01-16,Hybrid,Unspecified,37000.0
663,Insights Analyst,Redbridge Telecom,London,55500.0,55500.0,2026-04-18,Unknown,Mid,55500.0
450,Insights Analyst,Grove & Co,Glasgow,28000.0,35000.0,2026-04-09,Unknown,Junior,31500.0
800,Data Engineer,BrightPath Retail,London,,,2025-03-02,Yes,Graduate,
260,Analytics Consultant,Fenwick Insurance,Birmingham,32000.0,42000.0,2026-02-19,Unknown,Mid,37000.0
1218,Data Science Intern,Kestrel Logistics,Sheffield,32000.0,42000.0,2026-04-26,Unknown,Junior,37000.0
1334,Data Engineer,Kestrel Logistics,Remote,37000.0,37000.0,2025-01-17,Hybrid,Unspecified,37000.0
821,Analytics Consultant,Redbridge Telecom,Remote (Uk),85000.0,85000.0,2025-01-02,Yes,Senior,85000.0
1519,Data Scientist,Ashford Digital,Leeds,85000.0,85000.0,2025-01-13,Unknown,Senior,85000.0
1341,Machine Learning Engineer,Solstice Energy,Liverpool,,,2026-04-26,Hybrid,Unspecified,
717,Insights Analyst,BrightPath Retail,London,40000.0,50000.0,2025-02-14,No,Mid,45000.0
1325,Data Engineer,Orchard Media,Liverpool,28000.0,35000.0,2025-09-02,No,Junior,31500.0
184,Data Science Intern,Grove & Co,Sheffield,,,2025-11-02,Yes,Junior,
1094,Insights Analyst,Marlowe Consulting,Leeds,,,2025-05-08,Yes,Senior,
71,Data Analyst,Ashford Digital,Bristol,31500.0,31500.0,2025-09-30,Unknown,Graduate,31500.0
130,Machine Learning Engineer,Marlowe Consulting,Edinburgh,40000.0,55000.0,2026-11-05,Unknown,Unspecified,47500.0
364,Data Science Intern,Ashford Digital,Bristol,,,2025-09-09,No,Mid,
1505,Data Scientist II,Vantage Health,Manchester,32000.0,42000.0,2025-09-25,Yes,Mid,37000.0
549,Analytics Consultant,Redbridge Telecom,Bristol,,,2025-04-24,No,Mid,
1213,Data Scientist II,BrightPath Retail,Glasgow,75000.0,95000.0,2025-04-25,Yes,Senior,85000.0
1057,Data Science Intern,Redbridge Telecom,Liverpool,65000.0,65000.0,2025-11-06,Hybrid,Unspecified,65000.0
1372,Business Intelligence Analyst,Solstice Energy,Liverpool,,,2025-02-21,Yes,Senior,
946,Insights Analyst,Marlowe Consulting,Bristol,37000.0,37000.0,2025-02-15,Unknown,Mid,37000.0
1034,Data Engineer,Grove & Co,Leeds,28000.0,35000.0,2025-08-15,Yes,Graduate,31500.0
1172,Data Analyst,Northwind Analytics,Sheffield,,,2026-01-16,Unknown,Mid,
345,Data Engineer,Marlowe Consulting,Sheffield,40000.0,55000.0,2026-06-02,Unknown,Unspecified,47500.0
76,Analytics Consultant,Kestrel Logistics,Edinburgh,,,2025-12-26,Yes,Senior,
766,Data Analyst,Orchard Media,Birmingham,28000.0,35000.0,2025-05-22,Unknown,Junior,31500.0
393,Data Analyst,Fenwick Insurance,Bristol,,,2025-08-13,Unknown,Junior,
983,Data Engineer,Marlowe Consulting,Remote,75000.0,95000.0,2026-04-17,Yes,Senior,85000.0
1577,Data Science Intern,Grove & Co,Bristol,28000.0,35000.0,2026-01-01,No,Junior,31500.0
995,Business Intelligence Analyst,Kestrel Logistics,Sheffield,28000.0,35000.0,2026-01-30,Hybrid,Graduate,31500.0
206,Business Intelligence Analyst,Orchard Media,Glasgow,32000.0,42000.0,2026-05-13,Unknown,Unspecified,37000.0
298,Machine Learning Engineer,Vantage Health,Leeds,,,2025-02-24,Hybrid,Graduate,
713,Machine Learning Engineer,Orchard Media,Sheffield,85000.0,85000.0,2026-02-15,Hybrid,Senior,85000.0
209,Machine Learning Engineer,Marlowe Consulting,Bristol,,,2025-05-21,Unknown,Senior,
1429,Insights Analyst,Solstice Energy,Manchester,28000.0,35000.0,2025-04-06,Yes,Junior,31500.0
1207,Junior Data Scientist,Redbridge Telecom,Remote,75000.0,95000.0,2026-05-13,Yes,Senior,85000.0
1122,Junior Data Scientist,Alderly Bank,Edinburgh,37000.0,37000.0,2025-08-08,Unknown,Mid,37000.0
75,Analytics Consultant,Redbridge Telecom,Sheffield,,,2026-03-12,No,Senior,
1156,Data Scientist II,BrightPath Retail,London,36000.0,43000.0,2025-09-19,No,Junior,39500.0
1276,Business Intelligence Analyst,Vantage Health,Leeds,,,2025-03-04,Unknown,Graduate,
1263,Business Intelligence Analyst,Kestrel Logistics,Manchester,28000.0,35000.0,2026-03-28,Unknown,Junior,31500.0
191,Data Scientist,Kestrel Logistics,London,,,2025-08-31,Yes,Senior,
338,Data Engineer,Orchard Media,Manchester,28000.0,35000.0,2025-02-09,No,Junior,31500.0
192,Data Engineer,Vantage Health,Edinburgh,75000.0,95000.0,2026-02-14,Unknown,Senior,85000.0
664,Analytics Consultant,Northwind Analytics,Birmingham,,,2026-04-04,Unknown,Mid,
279,Analytics Consultant,Fenwick Insurance,London,,,2025-09-01,Yes,Graduate,
242,Data Scientist,Northwind Analytics,Bristol,,,2025-11-25,Yes,Senior,
1282,Business Intelligence Analyst,Kestrel Logistics,London,,,2025-08-05,Yes,Senior,
1343,Analytics Consultant,Alderly Bank,Leeds,32000.0,42000.0,2025-02-28,Yes,Mid,37000.0
46,Data Scientist II,Orchard Media,Liverpool,31500.0,31500.0,2025-04-02,Hybrid,Junior,31500.0
1167,Data Engineer,Ashford Digital,Manchester,55000.0,75000.0,2026-12-03,Hybrid,Senior,65000.0
1510,Junior Data Scientist,Fenwick Insurance,Liverpool,31500.0,31500.0,2025-05-16,No,Graduate,31500.0
658,Business Intelligence Analyst,Orchard Media,Sheffield,75000.0,95000.0,2025-11-11,Unknown,Senior,85000.0
1063,Data Analyst,Ashford Digital,Remote,28000.0,35000.0,2026-03-22,Yes,Graduate,31500.0
967,Data Scientist,Solstice Energy,Remote,37000.0,37000.0,2025-11-30,Yes,Unspecified,37000.0
970,Insights Analyst,Solstice Energy,Birmingham,32000.0,42000.0,2025-03-07,Yes,Mid,37000.0
872,Data Analyst,Orchard Media,Edinburgh,75000.0,95000.0,2025-02-11,Unknown,Senior,85000.0
251,Data Scientist II,Solstice Energy,Liverpool,28000.0,35000.0,2026-03-01,Yes,Junior,31500.0
905,Machine Learning Engineer,Alderly Bank,Bristol,32000.0,42000.0,2025-03-20,Hybrid,Graduate,37000.0
605,Business Intelligence Analyst,Kestrel Logistics,Leeds,,,2025-09-19,Yes,Junior,
561,Data Scientist II,Alderly Bank,Bristol,,,2026-01-04,Unknown,Senior,
521,Analytics Consultant,Alderly Bank,Leeds,,,2026-02-25,Yes,Graduate,
483,Junior Data Scientist,Fenwick Insurance,Sheffield,,,2026-02-09,Yes,Graduate,
784,Data Scientist II,Fenwick Insurance,Manchester,32000.0,42000.0,2025-07-29,Hybrid,Unspecified,37000.0
1071,Data Scientist,Vantage Health,London,,,2025-08-05,Hybrid,Graduate,
535,Data Scientist,Ashford Digital,Remote,,,2025-01-30,Unknown,Graduate,
415,Data Analyst,Kestrel Logistics,Birmingham,47500.0,47500.0,2026-01-09,Yes,Unspecified,47500.0
230,Data Science Intern,Alderly Bank,Leeds,28000.0,35000.0,2025-01-10,Hybrid,Graduate,31500.0
1019,Data Engineer,Ashford Digital,London,63000.0,83000.0,2026-03-05,Yes,Mid,73000.0
494,Data Scientist II,Northwind Analytics,Sheffield,28000.0,35000.0,2025-07-03,Yes,Graduate,31500.0
1542,Analytics Consultant,Vantage Health,Liverpool,32000.0,42000.0,2025-07-14,Unknown,Unspecified,37000.0
1322,Insights Analyst,Orchard Media,London,,,2026-01-28,Unknown,Unspecified,
344,Junior Data Scientist,Kestrel Logistics,Bristol,40000.0,55000.0,2026-03-11,Hybrid,Mid,47500.0
557,Data Scientist II,Marlowe Consulting,Edinburgh,,,2026-03-16,Yes,Senior,
1448,Data Science Intern,Alderly Bank,Edinburgh,47500.0,47500.0,2026-02-24,Unknown,Unspecified,47500.0
1030,Data Engineer,Ashford Digital,Remote,28000.0,35000.0,2025-03-12,Unknown,Graduate,31500.0
104,Data Science Intern,Kestrel Logistics,Sheffield,,,2025-06-24,Hybrid,Junior,
1386,Data Scientist II,Kestrel Logistics,Edinburgh,55000.0,75000.0,2025-05-29,Hybrid,Mid,65000.0
667,Data Science Intern,Grove & Co,Liverpool,32000.0,42000.0,2025-01-11,Hybrid,Graduate,37000.0
1104,Data Scientist,Ashford Digital,Edinburgh,,,2025-04-04,Hybrid,Graduate,
372,Data Science Intern,Solstice Energy,Liverpool,32000.0,42000.0,2026-02-16,Yes,Junior,37000.0
674,Data Engineer,Fenwick Insurance,Leeds,,,2025-06-13,Unknown,Senior,
449,Analytics Consultant,Kestrel Logistics,Glasgow,32000.0,42000.0,2025-10-12,Yes,Mid,37000.0
1548,Machine Learning Engineer,Vantage Health,Sheffield,31500.0,31500.0,2025-01-15,Yes,Junior,31500.0
481,Data Analyst,Alderly Bank,Birmingham,,,2025-05-23,Hybrid,Unspecified,
337,Machine Learning Engineer,Vantage Health,Manchester,,,2025-11-17,Unknown,Mid,
1467,Data Engineer,Redbridge Telecom,Bristol,28000.0,35000.0,2025-07-11,Unknown,Graduate,31500.0
1309,Data Engineer,Kestrel Logistics,Bristol,40000.0,55000.0,2025-04-14,No,Unspecified,47500.0
7,Business Intelligence Analyst,BrightPath Retail,Leeds,,,2025-11-22,No,Unspecified,
1534,Data Scientist,Kestrel Logistics,Edinburgh,40000.0,55000.0,2025-10-27,Hybrid,Mid,47500.0
553,Data Scientist II,Vantage Health,Leeds,47500.0,47500.0,2025-04-05,Unknown,Unspecified,47500.0
854,Data Engineer,BrightPath Retail,Glasgow,75000.0,95000.0,2025-07-25,Unknown,Senior,85000.0
426,Insights Analyst,Redbridge Telecom,Bristol,32000.0,42000.0,2025-06-22,Unknown,Junior,37000.0
556,Junior Data Scientist,Ashford Digital,Birmingham,,,2025-09-13,Unknown,Junior,
1472,Machine Learning Engineer,Marlowe Consulting,Remote,31500.0,31500.0,2025-06-24,Hybrid,Graduate,31500.0
626,Data Scientist,Northwind Analytics,Leeds,,,2026-01-17,Yes,Senior,
546,Insights Analyst,Vantage Health,Birmingham,40000.0,55000.0,2026-12-01,Hybrid,Unspecified,47500.0
194,Data Scientist II,Vantage Health,Manchester,,,2025-05-11,Yes,Unspecified,
1353,Data Engineer,Fenwick Insurance,Leeds,65000.0,65000.0,2026-01-19,Unknown,Mid,65000.0
204,Junior Data Scientist,Fenwick Insurance,Liverpool,28000.0,35000.0,2025-05-02,Yes,Junior,31500.0
34,Business Intelligence Analyst,Solstice Energy,Edinburgh,,,2025-10-16,Yes,Junior,
719,Data Analyst,Grove & Co,Glasgow,47500.0,47500.0,2025-03-24,Hybrid,Unspecified,47500.0
1350,Data Engineer,Fenwick Insurance,Liverpool,,,2025-01-17,Unknown,Mid,
355,Machine Learning Engineer,Orchard Media,Bristol,,,2025-08-22,Hybrid,Senior,
919,Junior Data Scientist,Ashford Digital,Remote (Uk),37000.0,37000.0,2025-09-22,No,Mid,37000.0
1145,Data Science Intern,Redbridge Telecom,Bristol,31500.0,31500.0,2025-04-23,Hybrid,Junior,31500.0
1051,Business Intelligence Analyst,Northwind Analytics,Birmingham,28000.0,35000.0,2026-02-01,Unknown,Junior,31500.0
1383,Analytics Consultant,Ashford Digital,Leeds,,,2025-07-29,Yes,Junior,
1392,Data Scientist,Vantage Health,Bristol,37000.0,37000.0,2026-05-12,Yes,Mid,37000.0
1456,Data Science Intern,Northwind Analytics,Bristol,,,2026-02-18,Yes,Senior,
140,Analytics Consultant,Kestrel Logistics,Remote,,,2026-09-01,Hybrid,Unspecified,
286,Analytics Consultant,Vantage Health,London,63000.0,83000.0,2026-04-21,Yes,Senior,73000.0
1549,Junior Data Scientist,Orchard Media,London,48000.0,63000.0,2025-02-21,Hybrid,Unspecified,55500.0
1520,Data Science Intern,Fenwick Insurance,Liverpool,65000.0,65000.0,2025-02-24,No,Mid,65000.0
884,Data Analyst,Ashford Digital,Glasgow,55000.0,75000.0,2025-02-12,Unknown,Mid,65000.0
891,Junior Data Scientist,Alderly Bank,Glasgow,,,2025-10-27,No,Unspecified,
45,Data Scientist,Grove & Co,Leeds,75000.0,95000.0,2026-05-11,Hybrid,Senior,85000.0
1547,Junior Data Scientist,Fenwick Insurance,Manchester,32000.0,42000.0,2025-06-06,Unknown,Junior,37000.0
1149,Analytics Consultant,Alderly Bank,Glasgow,,,2025-09-09,No,Mid,
1398,Analytics Consultant,Marlowe Consulting,Sheffield,37000.0,37000.0,2025-07-30,Unknown,Junior,37000.0
244,Analytics Consultant,Grove & Co,Bristol,31500.0,31500.0,2025-10-18,No,Junior,31500.0
1058,Machine Learning Engineer,Grove & Co,Edinburgh,,,2025-07-13,Yes,Mid,
1115,Machine Learning Engineer,Ashford Digital,Birmingham,55000.0,75000.0,2025-08-09,No,Senior,65000.0
451,Data Engineer,Solstice Energy,Bristol,32000.0,42000.0,2026-02-21,Yes,Unspecified,37000.0
16,Insights Analyst,Kestrel Logistics,Birmingham,,,2025-06-15,Yes,Mid,
1473,Analytics Consultant,Alderly Bank,Glasgow,,,2025-05-11,Yes,Mid,
846,Data Science Intern,Northwind Analytics,Remote,55000.0,75000.0,2025-02-06,No,Senior,65000.0
825,Data Scientist,Solstice Energy,Remote (Uk),37000.0,37000.0,2025-01-11,Unknown,Graduate,37000.0
957,Data Scientist II,Redbridge Telecom,Bristol,32000.0,42000.0,2026-03-14,Unknown,Junior,37000.0
834,Junior Data Scientist,Kestrel Logistics,Birmingham,65000.0,65000.0,2026-03-17,Unknown,Unspecified,65000.0
471,Machine Learning Engineer,Marlowe Consulting,Remote,31500.0,31500.0,2025-07-23,Hybrid,Graduate,31500.0
879,Insights Analyst,Alderly Bank,Remote,,,2025-06-24,Unknown,Junior,
803,Insights Analyst,Kestrel Logistics,Liverpool,,,2025-04-22,No,Junior,
1496,Junior Data Scientist,Alderly Bank,Sheffield,40000.0,55000.0,2025-01-15,Yes,Unspecified,47500.0
270,Insights Analyst,Northwind Analytics,Manchester,,,2025-04-17,Hybrid,Graduate,
1011,Data Science Intern,Solstice Energy,Remote,,,2025-12-24,No,Graduate,
310,Junior Data Scientist,Fenwick Insurance,Bristol,,,2025-09-05,Unknown,Unspecified,
1436,Data Engineer,Solstice Energy,Bristol,,,2025-03-13,Yes,Junior,
687,Insights Analyst,Solstice Energy,Manchester,37000.0,37000.0,2025-12-10,Unknown,Graduate,37000.0
1555,Data Scientist II,Redbridge Telecom,Bristol,85000.0,85000.0,2025-05-12,Yes,Senior,85000.0
900,Business Intelligence Analyst,Kestrel Logistics,Leeds,31500.0,31500.0,2025-07-02,No,Junior,31500.0
833,Analytics Consultant,Vantage Health,Liverpool,,,2025-04-13,Unknown,Graduate,
287,Data Engineer,Redbridge Telecom,Birmingham,28000.0,35000.0,2025-10-16,Yes,Junior,31500.0
1417,Analytics Consultant,Solstice Energy,Bristol,37000.0,37000.0,2025-02-04,Hybrid,Graduate,37000.0
1048,Data Science Intern,Ashford Digital,Sheffield,,,2025-03-26,Hybrid,Graduate,
1205,Machine Learning Engineer,BrightPath Retail,Remote,,,2026-04-28,Unknown,Graduate,
465,Analytics Consultant,Fenwick Insurance,Liverpool,75000.0,95000.0,2025-02-19,No,Senior,85000.0
131,Data Analyst,Grove & Co,Leeds,28000.0,35000.0,2025-03-06,No,Junior,31500.0
606,Insights Analyst,Alderly Bank,Manchester,40000.0,55000.0,2025-03-12,Hybrid,Unspecified,47500.0
55,Analytics Consultant,Orchard Media,Sheffield,,,2025-05-05,Unknown,Unspecified,
100,Analytics Consultant,Grove & Co,Glasgow,,,2025-03-09,Unknown,Mid,
820,Analytics Consultant,Grove & Co,Liverpool,,,2025-01-29,Hybrid,Unspecified,
924,Data Engineer,Solstice Energy,Glasgow,40000.0,55000.0,2025-11-05,Yes,Mid,47500.0
456,Insights Analyst,Grove & Co,Glasgow,37000.0,37000.0,2025-10-11,Unknown,Graduate,37000.0
567,Data Analyst,BrightPath Retail,Bristol,37000.0,37000.0,2025-04-28,Unknown,Junior,37000.0
1037,Junior Data Scientist,Ashford Digital,Leeds,,,2025-05-08,Hybrid,Unspecified,
1427,Data Scientist,Vantage Health,Sheffield,32000.0,42000.0,2025-11-22,Yes,Graduate,37000.0
1059,Machine Learning Engineer,Fenwick Insurance,Manchester,55000.0,75000.0,2025-01-14,Yes,Unspecified,65000.0
1373,Machine Learning Engineer,Kestrel Logistics,Liverpool,28000.0,35000.0,2025-10-28,No,Junior,31500.0
1509,Analytics Consultant,Grove & Co,Leeds,,,2025-11-04,Unknown,Junior,
1,Data Analyst,Northwind Analytics,Bristol,40000.0,55000.0,2025-12-13,Yes,Mid,47500.0
1212,Data Analyst,BrightPath Retail,Manchester,32000.0,42000.0,2025-09-12,Yes,Junior,37000.0
399,Business Intelligence Analyst,Grove & Co,Bristol,32000.0,42000.0,2025-07-21,Yes,Mid,37000.0
787,Data Engineer,Northwind Analytics,London,,,2025-03-05,Unknown,Senior,
880,Data Engineer,Grove & Co,Birmingham,31500.0,31500.0,2025-08-28,Yes,Graduate,31500.0
1258,Junior Data Scientist,Vantage Health,London,45000.0,45000.0,2025-05-16,Yes,Graduate,45000.0
611,Data Scientist II,Redbridge Telecom,Birmingham,28000.0,35000.0,2025-01-26,Unknown,Graduate,31500.0
170,Business Intelligence Analyst,Grove & Co,Remote,31500.0,31500.0,2025-10-14,Unknown,Graduate,31500.0
1406,Junior Data Scientist,Alderly Bank,Liverpool,,,2025-02-04,Unknown,Junior,
1418,Analytics Consultant,Grove & Co,Edinburgh,,,2025-11-07,Unknown,Mid,
771,Analytics Consultant,Fenwick Insurance,Bristol,47500.0,47500.0,2025-08-22,Yes,Mid,47500.0
593,Data Engineer,Fenwick Insurance,Manchester,32000.0,42000.0,2025-09-26,Unknown,Graduate,37000.0
886,Junior Data Scientist,BrightPath Retail,Sheffield,,,2025-10-01,Unknown,Junior,
212,Insights Analyst,Vantage Health,Leeds,,,2026-04-01,Yes,Graduate,
1133,Insights Analyst,Marlowe Consulting,Sheffield,40000.0,55000.0,2025-10-27,Yes,Mid,47500.0
186,Insights Analyst,Orchard Media,Birmingham,28000.0,35000.0,2026-05-04,Yes,Graduate,31500.0
865,Machine Learning Engineer,Orchard Media,Bristol,,,2025-06-10,No,Graduate,
988,Insights Analyst,Grove & Co,London,,,2026-03-18,Unknown,Mid,
14,Data Analyst,Grove & Co,Liverpool,65000.0,65000.0,2025-11-08,Unknown,Senior,65000.0
714,Insights Analyst,Orchard Media,Glasgow,,,2025-06-22,Unknown,Graduate,
1198,Junior Data Scientist,Grove & Co,Leeds,,,2026-02-01,Yes,Graduate,
909,Data Scientist II,Grove & Co,Edinburgh,40000.0,55000.0,2026-01-03,Yes,Unspecified,47500.0
259,Data Scientist,Northwind Analytics,Bristol,,,2025-07-14,No,Graduate,
613,Junior Data Scientist,Fenwick Insurance,Manchester,,,2025-07-24,Yes,Graduate,
56,Data Scientist,BrightPath Retail,Remote,55000.0,75000.0,2025-10-13,Yes,Mid,65000.0
940,Insights Analyst,Redbridge Telecom,Leeds,32000.0,42000.0,2025-05-18,Hybrid,Graduate,37000.0
